OBJECTID,ACRES,ZPREFIX,ZCASE,ZREVISION,ZYEAR,SPPREFIX,SPCASE,SPREVISION,SPYEAR,ZONING,REDEFINE1,DATE_APPRO,LABEL1,ORD_NUM,HISTORIC,GEN_ZONE,INSERT_DATE,UPDATE_DATE,ANID,TOD
1408486,2.03592363,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72172, 
1408487,16.38333047,Z,166, ,86, , , , ,C-2,Z-166-86, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72173, 
1408488,9.4822241,Z,42, ,86, , , , ,C-1,Z-42-86, ,C-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72174, 
1408489,3.2780075,Z,94, ,95, , , , ,C-2,Z-94-95, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72175, 
1408490,0.22147632,Z,85, ,89, , , , ,P-1,Z-85-89, ,P-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72176, 
1408491,0.40061512,Z, , , , , , , ,R-3A, , ,R-3A, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72177, 
1408492,13.11415178,Z, , , ,SP,2, ,13,C-2,Z-SP-2-13,04-31-2013,C-2 SP*,G-5815, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72178, 
1408493,1.45676059,Z,115, ,86, , , , ,R-3A,Z-115-86, ,R-3A*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72179, 
1408494,1.02737934,Z,35, ,09, , , , ,R-2,Z-35-09, ,R-2*, , ,MF Residential,2023/04/17 20:31:08+00,2024/09/09 23:07:55+00,72180, 
1408495,10.06566691,Z,92, ,16, , , , ,R1-8,Z-92-16,5/10/17,R1-8*,G-6311, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:56+00,72181, 
1408496,287.80838069,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72182, 
1408497,0.92280779,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72183, 
1408498,71.01469313,Z,43, ,71, , , , ,PAD-14,Z-43-71, ,PAD-14*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72184, 
1408499,0.04649395,Z, , , ,SP,31, ,07,C-2,Z-SP-31-07, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72185, 
1408500,80.52521429,Z, , , , , , , ,R1-18, , ,R1-18, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72186, 
1408501,5.70013183,Z,66, ,08, , , , ,S-1,Z-66-08, ,S-1*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72187, 
1408502,80.23168586,Z, , , , , , , ,R1-14, , ,R1-14, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72188, 
1408503,1.96229107,Z,72, ,99, , , , ,R-5,Z-72-99, ,R-5 HP, ,HP,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72189, 
1408504,21.68596984,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:09+00,2024/09/09 23:07:55+00,72190, 
1408505,1.0563454,Z, , , , , , , ,PSC, , ,PSC, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72192, 
1408506,19.98691785,Z, , , , , , , ,R1-8, , ,R1-8, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72193, 
1408507,0.23638884,Z,121, ,79, , , , ,P-1,Z-121-79, ,P-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72194, 
1408508,8.49628605,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72195, 
1408509,0.45652297,Z,24, ,05, , , , ,C-2,Z-24-05,06-01-2005,C-2 HP, ,HP,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72196, 
1408510,0.2150996,Z,5, ,02, , , , ,S-1,Z-5-02, ,S-1, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72197, 
1408511,42.59887299,Z, , , , , , , ,S-1, , ,S-1, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72198, 
1408512,5.00594935,Z, , , ,SP,19, ,95,A-1,Z-SP-19-95, ,A-1 SP, , ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72199, 
1408513,6.0934928,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72200, 
1408514,15.92734047,Z,307, ,83, , , , ,IND.PK.,Z-307-83, ,IND.PK.*, , ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72201, 
1408515,8.03061936,Z, , , , , , , ,R-3A, , ,R-3A, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72202, 
1408516,0.31428112,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72203, 
1408517,8.80224594,Z,38, ,96, , , , ,C-2,Z-38-96, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72204, 
1408518,9.59093592,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72205, 
1408519,9.1031565,Z,4, ,87,SP,1, ,87,C-2,Z-4-87, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72206, 
1408520,0.21862726,Z,76, ,86, , , , ,P-1,Z-76-86, ,P-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72207, 
1408521,2.71618171,Z,237,A,85, , , , ,PCD,Z-237-85, ,PCD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72208, 
1408522,19.71867987,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72209, 
1408523,6.38567086,Z, , , , , , , ,RE-35, , ,RE-35, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72210, 
1408524,432.66459562,Z, , , , , , , ,RE-24, , ,RE-24, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72211, 
1408525,3.16835732,Z,182, ,79, , , , ,PAD-15,Z-182-79, ,PAD-15*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72212, 
1408526,0.31255289,Z,Z, , ,SP,11, ,08,C-2,Z-SP-11-08, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72213, 
1408527,0.77251065,Z,65, ,02, , , , ,R-O,Z-65-02,10-30-2002,R-O*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72214, 
1408528,5.83652188,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:09+00,2024/09/09 23:07:55+00,72215, 
1408529,2.74338088,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72216, 
1408530,0.86690478,Z,60, ,94, , , , ,C-1,Z-60-94, ,C-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72217, 
1408531,1.84614466, ,ANX, ,10, , , , ,S-1,ANX 445,9/15/2010,S-1,G-5547, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72218, 
1408532,0.38015784,Z,1, ,10, , , , ,DTC-BCORE,Z-1-10,03-03-2010,DTC-Business Core HP*,G-5490,HP,Downtown Code,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72219, 
1408533,5.30010014,Z,83, ,16, , , , ,PUD,Z-83-16, ,PUD*,G-6368, ,PUD,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72221, 
1408534,1.01264706,Z,125, ,00, , , , ,C-3,Z-125-00,03-14-2001,C-3*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72222, 
1408535,39.71590517,Z,65, ,15, , , , ,R1-8,Z-65-15, ,R1-8*, , ,SF Residential,2023/04/17 20:31:07+00,2024/10/22 16:45:12+00,72223, 
1408536,24.78831432,Z, , , , , , , ,PAD-13, , ,PAD-13, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72224, 
1408537,0.45503384,Z,1, ,10, , , , ,DTC-WARE,Z-1-10,03-03-2010,DTC-Warehouse HP*,G-5490,HP,Downtown Code,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72225, 
1408538,0.48362911,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72226, 
1408539,3.32125979,Z, , , , , , , ,R-5, , ,R-5 RI, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72227, 
1408540,1.024652,Z, , , ,SP,20, ,01,C-2, , ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72228, 
1408541,3.43641943,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72229, 
1408542,0.68486083,Z,16, ,96, , , , ,C-2,Z-16-96, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72230, 
1408543,0.98853569,Z,42, ,00, , , , ,S-1,Z-42-00, ,S-1, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72231, 
1408544,1.14786301,Z,109, ,98, , , , ,R1-8,Z-109-98, ,R1-8 PCD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72232, 
1408545,4.49834075,Z, , , ,SP,22, ,08,R-5,Z-SP-22-08,01-21-2009,R-5 SP*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72233, 
1408546,2.24315168,Z,47, ,87, , , , ,R-O,Z-47-87, ,R-O*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72234, 
1408547,0.99828921,Z,5, ,09, , , , ,R1-6,Z-5-09,06-03-2009,R1-6*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72235, 
1408548,0.73695437,Z,4, ,09, , , , ,R1-6,Z-4-09,06-03-2009,R1-6*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72236, 
1408549,0.82103142,Z, , , , , , , ,PSC, , ,PSC, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72237, 
1408550,1.95161985,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72238, 
1408551,3.95296709,Z,37, ,81, , , , ,PAD-14,Z-37-81, ,PAD-14*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72239, 
1408552,239.87973864,Z,76, ,99, , , , ,R1-6,Z-76-99,12-08-1999,R1-6 PCD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72240, 
1408553,494.25778966,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72241, 
1408554,0.13513811,Z,48, , , , , , ,R-3,Z-48-61,2/15/17,R-3,G-6275, ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72242, 
1408555,2.09527267,Z,116, ,96, , , , ,P-2,Z-116-96, ,P-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72243, 
1408556,5.36347646,Z,43, ,96, , , , ,R-4,Z-43-96, ,R-4*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72244, 
1408557,0.44343484,Z,182, ,82, , , , ,C-2,Z-182-82, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72245, 
1408558,0.88572058,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72246, 
1408559,0.20653117,Z,152, ,07, , , , ,R1-6, , ,R-4 RI HP, ,HP,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72247, 
1408560,28.08128469,Z,89, ,07, , , , ,S-1,Z-89-07,09-19-2007,S-1*,G-4983, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72248, 
1408561,2.11125498,Z,335,,83,,,,,C-2,Z-335-83,,C-2*,G-7144,,Commercial,2023/09/19 16:14:01+00,2024/09/09 23:07:55+00,72973,
1408562,10.06452139,Z,229, ,80, , , , ,C-2,Z-229-80, ,C-2*,G-2158, ,Commercial,2023/04/17 20:31:06+00,2024/09/09 23:07:55+00,70679, 
1408563,10.40038499,Z,120, ,87, , , , ,C-2,Z-120-87, ,C-2, , ,Commercial,2023/04/17 20:31:02+00,2024/09/09 23:07:54+00,65320, 
1408564,0.93092235,Z,335,,83,,,,,C-O,Z-335-83,,C-O*,G-7144,,Commercial,2023/09/19 16:16:28+00,2024/09/09 23:07:55+00,72974,
1408565,19.78610098,Z,84,,04,, ,,,C-2,Z-84-04,,C-2*,G-7142,,Commercial,2023/09/19 16:51:53+00,2024/10/31 23:27:16+00,72975,
1408566,2.08233272,Z, , , ,,,,,C-O,, ,C-O, , ,Commercial,2024/01/29 18:35:25+00,2024/09/09 23:07:55+00,73045, 
1408567,4.41464881,Z,163,D,69, , , , ,PAD-10,Z-163-C-69, ,PAD-10,G-1426, ,Commercial,2024/01/29 22:31:45+00,2024/09/09 23:07:55+00,73047, 
1408568,6.57973869,Z,163,C,69,, ,,,C-2,Z-163-C-69, ,C-2,G-1998,,Commercial,2024/01/29 23:34:49+00,2024/09/09 23:07:55+00,73048, 
1408569,58.32717738,Z,26, ,00, , , , ,R1-8,Z-26-00,07-05-2000,R1-8 PRD, , ,SF Residential,2023/04/17 20:31:02+00,2024/10/22 16:45:12+00,65311, 
1408570,12.03396708,Z,124,,59,,,,,C-2,Z-124-59,,C-2,G-406,,Commercial,2024/03/22 17:56:40+00,2024/09/09 23:07:55+00,73099,
1408571,9.21087918,Z,62, ,94, , , , ,R-3,Z-62-94, ,R-3*, , ,MF Residential,2023/04/17 20:31:06+00,2024/09/09 23:07:55+00,70322, 
1408572,6.84245691,Z,116,M,81,,,,,R-5,Z-116-M-81,,R-5 PCD *,G-7202,,MF Residential,2023/12/27 23:14:06+00,2024/09/09 23:07:55+00,73039,
1408573,0.05536034,Z,,,,SP,21,,94,C-2,Z-SP-21-94,,C-2-H-R SP*,G-3809,,Commercial,2024/04/11 20:20:34+00,2024/09/09 23:07:55+00,73106,
1408574,3.02140319,Z,234, ,74, , , , ,C-O,Z-234-74,,C-O,G-1898, ,Commercial,2024/04/11 22:08:49+00,2024/09/09 23:07:55+00,73107, 
1408575,6.61735313,Z,163,,81,,,,,C-1,Z-163-81,09-8-1981,C-1,G-2267,,Commercial,2024/04/11 22:32:23+00,2024/10/10 21:23:51+00,73108,
1408576,10.25478023,Z,22, ,06, , , , ,C-2,Z-22-06,,C-2 HGT/WVR *,G-7248, ,Commercial,2024/04/22 18:35:58+00,2024/09/09 23:07:55+00,73109,
1408577,123.55588195,Z,24,,77,,,,,A-1,Z-24-77,,A-1,G-1697,,Industrial,2024/06/14 20:50:38+00,2024/09/09 23:07:55+00,73126,
1408578,15.57903916,Z, , , , , , , ,R-5, , ,R-5,G-415, ,MF Residential,2023/04/17 20:31:05+00,2024/09/09 23:07:55+00,69274, 
1408579,39.88257763,Z, , , , , , , ,RE-43, , ,RE-43, , ,SF Residential,2023/04/17 20:31:06+00,2024/09/09 23:07:55+00,70775, 
1408580,0.87086872,Z,72, ,66, , , , ,C-2,Z-72-66, ,C-2,G-754, ,Commercial,2023/04/17 20:31:08+00,2024/09/09 23:07:55+00,73070, 
1408581,0.36379559,Z,144,,59,,,,,P-1,Z-144-59,,P-1,G-326,,Commercial,2024/02/27 21:57:50+00,2024/11/22 20:18:56+00,73071,
1408582,2.91583931,Z,60,,81,,,,,C-O,Z-60-81,,C-O*,G-2869,,Commercial,2024/03/21 17:51:00+00,2024/09/09 23:07:55+00,73094,
1408583,0.8096486,Z,107,,84,,,,,C-O,Z-107-84,,C-O*,G-2779,,Commercial,2024/03/21 18:18:05+00,2024/09/09 23:07:55+00,73095,
1408584,1.4037807,Z,244,,84,,,,,C-O,Z-244-84,,C-O*,G-2714,,Commercial,2024/03/21 18:33:16+00,2024/09/09 23:07:55+00,73096,
1408585,2.17415508,Z,295,,80,,,,,C-O,Z-295-80,12-09-1980,C-O*,G-2173,,Commercial,2024/03/21 19:22:05+00,2024/09/09 23:07:55+00,73097,
1408586,0.40210684,Z,312,,81,,,,,C-O,Z-312-81,1-05-1982,C-O*,G-2315,,Commercial,2024/03/21 20:39:00+00,2024/09/09 23:07:55+00,73098,
1408587,36.76793966,Z,23,,23,,,,,C-2,Z-23-23,,C-2 HGT/WVR DNS/WVR*,G-7169,,Commercial,2023/10/19 20:13:00+00,2024/09/09 23:07:55+00,73001,
1408588,2.9895055,Z,35,,23,,,,,C-1,Z-35-23,,C-1*,G-7171,,Commercial,2023/10/19 20:30:54+00,2024/09/09 23:07:55+00,73002,
1408589,29.90557313,Z,69,,22,,,,,PUD,Z-69-22,,PUD*,G-7175,,PUD,2023/10/19 20:50:31+00,2024/09/09 23:07:55+00,73003,
1408590,15.6549456,Z,85, ,96, , , , ,CP/GCP,Z-85-96, ,CP/GCP*, , ,Industrial,2023/04/17 20:31:05+00,2024/09/09 23:07:54+00,68561, 
1408591,0.86018317,Z,62,,22,,,,,R-3,Z-62-22,,R-3*,G-7098,,MF Residential,2023/10/19 21:00:28+00,2024/09/09 23:07:55+00,73004,
1408592,326.1104293,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71591, 
1408593,8.7399574,Z,154,,69,,,,,C-2,Z-154-69,,C-2,G-1066,,Commercial,2024/07/15 22:02:47+00,2024/09/09 23:07:56+00,73158,
1408594,16.66695087,Z,92,,23,,,,,R-4,Z-92-23,,R-4*,G-7285,,MF Residential,2024/07/09 22:17:39+00,2024/09/09 23:07:56+00,73156,
1408595,8.06714934,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:05+00,2024/09/09 23:07:54+00,69656, 
1408596,0.83849489,Z,305,,61,,,,,R-5,Z-305-61,,R-5,G-443,,MF Residential,2024/07/25 18:59:28+00,2024/09/09 23:07:55+00,73163,
1408597,4.51833575,Z,14,,72,,,,,C-3,Z-14-72,,C-3,G-1214,,Commercial,2024/08/06 19:41:03+00,2024/09/09 23:07:56+00,73164,
1408598,15.83290017,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:04+00,2024/09/09 23:07:54+00,67493, 
1408599,16.52547701,Z,109, ,97, , , , ,R-3A,Z-109-97,03-18-1998,R-3A PCD*,G-0000, ,MF Residential,2023/04/17 20:31:03+00,2024/09/09 23:07:54+00,67137, 
1408600,2.88995991,Z,116,D,81, , , , ,P-1,Z-116-D-81, ,P-1 PCD*, , ,Commercial,2023/04/17 20:31:08+00,2024/09/09 23:07:55+00,72694, 
1408601,13.06882383,Z,116,D,81,SP, ,E, ,PCD,Z-116-D-81, ,PCD SP*,G-3839, ,SF Residential,2023/09/22 22:05:56+00,2024/09/09 23:07:55+00,72988, 
1408602,3.1969676,Z,116,D,81, , ,D, ,R1-6,Z-116-D-81, ,R1-6 PCD*,G-3839, ,SF Residential,2023/09/22 22:21:21+00,2024/09/09 23:07:55+00,72989, 
1408603,18.38057028,Z,116,D,81,SP, ,E, ,PCD,Z-116-D-81, ,PCD SP*, , ,SF Residential,2023/09/22 22:24:28+00,2024/09/09 23:07:55+00,72990, 
1408604,0.62116181,Z,181,,71,,,,,C-2,Z-181-71,,C-2,G-1275,,Commercial,2024/02/29 15:20:48+00,2024/09/09 23:07:55+00,73085,
1408605,4.44963538,Z,116, ,81, , , , ,CP/BP,Z-116-81, ,CP/BP PCD*, , ,Industrial,2023/09/22 22:43:40+00,2024/09/09 23:07:55+00,72992, 
1408606,0.40210489,Z,24,,76,,,,,R-5,Z-24-76,,R-5,G-1670,,MF Residential,2024/02/29 22:48:05+00,2024/09/09 23:07:55+00,73086,
1408607,4.62355923,Z,138,,66,,,,,R-5,Z-138-66,,R-5,G-766,,MF Residential,2024/02/29 22:56:53+00,2024/09/09 23:07:55+00,73087,
1408608,1.12435714,Z,11,,60,,,,,R-5,Z-11-60,,R-5,G-360,,MF Residential,2024/08/14 18:51:02+00,2024/09/09 23:07:55+00,73165,
1408609,9.38843076,Z,116,D,81, , , , ,R1-6,Z-116-D-81, ,R1-6 PCD*, G-3773, ,SF Residential,2023/09/22 22:59:04+00,2024/09/09 23:07:55+00,72993, 
1408610,38.60440348,Z,92,,23,,,,,R1-10,Z-92-23,,R1-10*,G-7285,,SF Residential,2024/07/09 22:17:39+00,2024/09/09 23:07:56+00,73155,
1408611,5.10929863,Z,88,,22,,,,,R-5,Z-88-22,,R-5*,G-7111,,MF Residential,2023/05/26 17:54:47+00,2024/09/09 23:07:55+00,72933,
1408612,46.63868446,Z,96, ,81, , , , ,IND.PK.,Z-96-81, ,IND.PK., , ,Industrial,2023/04/17 20:31:03+00,2024/09/09 23:07:54+00,66818, 
1408613,18.0544455,Z,13,,23,,,,,A-1,Z-13-23,,A-1*,G-7141,,Industrial,2023/07/28 15:59:53+00,2024/09/09 23:07:56+00,72960,
1408614,8.7e-06,Z,139, ,70, , , , ,A-1,Z-139-70,3/9/1971,A-1*,G-1066, ,Industrial,2023/06/20 23:43:50+00,2024/09/09 23:07:55+00,72939, 
1408615,8547.75304497,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/06/20 23:54:53+00,2024/09/09 23:07:55+00,72943, 
1408616,5.24361257,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/06/20 23:54:53+00,2024/09/09 23:07:56+00,72944, 
1408617,192.36786002,Z,139, ,70, , , , ,A-1,Z-139-70,3/9/1971,A-1*,G-1066, ,Industrial,2023/06/20 23:43:50+00,2024/09/09 23:07:55+00,72940, 
1408618,88.33369161,Z,139, ,70, , , , ,A-1,Z-139-70,3/9/1971,A-1*,G-1066, ,Industrial,2023/06/20 23:43:50+00,2024/09/09 23:07:55+00,72941, 
1408619,0.46700543,Z,15,,23,,,,,R1-8,Z-15-23,,R1-8*,G-7139,,SF Residential,2023/07/28 16:08:42+00,2024/09/09 23:07:56+00,72962,
1408620,8.03455828,Z,13,,23,,,,,CP/GCP,Z-13-23,,CP/GCP*,G-7141,,Industrial,2023/07/28 15:59:53+00,2024/09/09 23:07:56+00,72961,
1408621,18.37185789,Z,8,,22,,,,,R-3A,Z-8-22,,R-3A*,G-7140,,MF Residential,2023/07/28 16:52:32+00,2024/09/09 23:07:56+00,72963,
1408622,0.93007154,Z,65,,22,,,,,PUD,Z-65-22,,PUD*,G-7153,,PUD,2023/09/22 15:10:46+00,2024/09/09 23:07:55+00,72982,
1408623,31.53423005,Z,8,,22,,,,,R-2,Z-8-22,,R-2*,G-7140,,MF Residential,2023/07/28 16:57:31+00,2024/09/09 23:07:56+00,72964,
1408624,87.46187569,Z,32, ,13, , , , ,R1-6,Z-32-13,12-04-2013,R1-6*,G-5864, ,SF Residential,2023/04/17 20:31:06+00,2024/09/09 23:07:54+00,70372, 
1408625,4.60108863,Z,16, ,23, , , , ,R-3A,Z-16-23,,R-3A*,G-7158, ,MF Residential,2023/09/22 15:25:42+00,2024/09/09 23:07:55+00,72983, 
1408626,1.87199363,Z,9,,22,,,,,PUD,Z-9-22,,PUD*,G-7159,,PUD,2023/09/22 15:41:27+00,2024/09/09 23:07:55+00,72984,
1408627,12.23004448,Z,17,,22,,,,,WU,Z-17-22,,WU Code T6:22 UT*,G-7157,,Commercial,2023/09/22 17:43:24+00,2024/09/09 23:07:55+00,72985,
1408628,1.02553472,Z,17,,22,,,,,WU,Z-17-22,,WU Code T4:3 UT*,G-7157,,Commercial,2023/09/22 17:43:24+00,2024/09/09 23:07:55+00,72986,
1408629,17.74959231,Z,84,,22,,,,,C-2,Z-84-22,,C-2 HGT/WVR DNS/WVR*,G-7091,,Commercial,2023/04/18 21:37:17+00,2024/09/09 23:07:55+00,72912,
1408630,12.7316974,Z,75,,22,,,,,C-1,Z-75-22,,C-1*,G-7089,,Commercial,2023/04/18 22:23:19+00,2024/09/09 23:07:55+00,72913,
1408631,35.0770242,Z,8,,22,,,,,R-3,Z-8-22,,R-3*,G-7140,,MF Residential,2023/07/28 17:02:18+00,2024/09/09 23:07:56+00,72965,
1408632,2.35406408,Z,17,,22,,,,,WU,Z-17-22,,WU Code T5:5 UT*,G-7157,,Commercial,2023/09/22 17:43:24+00,2024/09/09 23:07:55+00,72987,
1408633,16.22528106,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:02+00,2024/09/09 23:07:54+00,64584, 
1408634,16.06142476,Z,137, ,63, , , , ,R-5,Z-137-63, ,R-5,G-532, ,MF Residential,2023/11/29 17:56:55+00,2024/09/09 23:07:55+00,73024, 
1408635,0.83326413,Z,98, ,84, , , , ,C-2,Z-98-84, ,C-2,G-2709, ,Commercial,2023/11/29 18:05:39+00,2024/09/09 23:07:55+00,73025, 
1408636,37.11657521,Z,239, ,81, , , , ,R-2,Z-239-81, ,R-2*,G-2339, ,MF Residential,2023/04/17 20:31:03+00,2024/09/09 23:07:54+00,66350, 
1408637,11.89728141,Z,168, ,88, , , , ,C-2,Z-168-88, ,C-2*,G-3264, ,Commercial,2023/04/17 20:31:02+00,2024/09/09 23:07:54+00,65093, 
1408638,7.90512342,Z,27,,23,,,,,C-3,Z-27-23,,C-3 DVAO*,G-7172,,Commercial,2024/02/28 15:46:52+00,2024/09/09 23:07:55+00,73072,
1408639,108.02303561,Z, , , , , , , ,IND.PK., , ,IND.PK., , ,Industrial,2023/04/17 20:31:03+00,2024/09/09 23:07:54+00,66988, 
1408640,2.55484993,Z,26,,23,,,,,A-1,Z-26-23,,A-1 DVAO*,G-7224,,Industrial,2024/02/28 15:55:43+00,2024/09/09 23:07:55+00,73073,
1408641,5.01539999,Z,60,,23,,,,,A-1,Z-60-23,,A-1*,G-7223,,Industrial,2024/02/28 16:01:09+00,2024/09/09 23:07:55+00,73074,
1408642,6.17670802,Z,62,,23,,,,,R-2,Z-62-23,,R-2*,G-7225,,MF Residential,2024/02/28 16:07:11+00,2024/09/09 23:07:55+00,73075,
1408643,0.59534822,Z,59,,23,,,,,A-1,Z-59-23,,A-1*,G-7230,,Industrial,2024/02/28 16:12:10+00,2024/09/09 23:07:55+00,73076,
1408644,0.49440545,Z,34,,23,,,,,PUD,Z-34-23,,PUD*,G-7227,,PUD,2024/02/28 16:46:02+00,2024/09/09 23:07:55+00,73077,
1408645,5.39928888,Z,48,,22,,,,,R-2,Z-48-22,,R-2*,G-7226,,MF Residential,2024/02/28 17:10:30+00,2024/09/09 23:07:55+00,73078,
