GLOBALID,OBJECTID,ZONE_TYPE,ZONE_TYPE_DECODE,HEIGHT,FRONTAGE,FRONTAGE_DECODE,CONDITIONAL,ZONING,ZN_CASE_NUM,ZN_CASE_SUFFIX,ZN_CASE_YEAR,ZONE_CASE,EFF_DATE,ORDINANCE,PLAN,PLAN_NAME,INTO_UDO,COND_LINK,SHAPEAREA,SHAPELEN
{BEB3859C-DA4A-4D43-BDB5-CB1D1E0E1875},530482,IX-,Industrial Mixed Use,3,,,,IX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,5503525.42606376,13065.777507345
{BF39F09D-9971-4460-A31E-E475B528A71C},530483,CX-,Commercial Mixed Use,5,-UG,Urban General,-CU,CX-5-UG-CU,34,,2012,Z-34-2012,2012/11/06 05:00:00+00,119ZC679,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-034-12-ORD.pdf,80792.1342655785,1314.90801466411
{BF5589C5-6138-42BE-8594-CD64FC89423B},530484,CX-,Commercial Mixed Use,3,,,,CX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,288855.708824051,3053.26367120916
{BF5DC8F0-0D66-4E7B-9365-BC5D657CC1CF},530485,NX-,Neighborhood Mixed Use,3,,,-CU,NX-3-CU,27,A,2014,Z-27A-2014,2016/02/14 05:00:00+00,514ZC718,,,"20160214; Z-27A-14; 514ZC718",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-027A-14-ORD.pdf,227182.322173885,2178.03277410876
{BF5EB43F-BFFE-4960-AB45-CAC5F81E27FC},530486,NX-,Neighborhood Mixed Use,3,,,,NX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,113690.711775818,1402.97665181067
{C01AE3C2-5D36-491F-897C-D680FA8FCB6C},530487,R-10,Residential-10,,,,-CU,R-10-CU,21,,2022,Z-21-2022,2022/11/01 16:00:00+00,436ZC847,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-021-22-ORD.pdf,1137527.39048175,4537.88170244901
{C0F2757A-4541-4AA9-8273-B8D38F45750A},530488,RX-,Residential Mixed Use,3,,,-CU,RX-3-CU,3,,2022,Z-3-2022,2022/08/16 17:00:00+00,407ZC842,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-003-22-ORD.pdf,50129.0856989858,932.843062005686
{C14E97FF-4A13-4553-AFF3-6B6DC4B59BE6},530489,RX-,Residential Mixed Use,3,,,,RX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,62471.2911617199,1496.99581273884
{C1AAC98A-B291-4F3A-B73D-D08EC6320C26},530490,CX-,Commercial Mixed Use,5,-PL,Parking Limited,,CX-5-PL,27,D,2014,Z-27D-2014,2016/05/03 04:00:00+00,585ZC729,,,"20160503; Z-27D-14; 585ZC729",,271356.400689949,2571.83018734073
{C1B3DA5A-F2B2-4E2C-B49E-2B5A63271E24},530491,R-6,Residential-6,,,,,R-6,108,,1983,Z-108-1983,1983/12/20 05:00:00+00,253ZC131,,,"20130901; TC-3-12; 151TC357",,4119441.04409757,8777.96870398709
{C1BA54B9-005F-4F0C-A942-D870598CD6BC},530492,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,11766.398410269,528.718868518781
{C28FA7EF-E2A7-4B36-B8C6-BC64214E0157},530493,CX-,Commercial Mixed Use,5,-UL,Urban Limited,,CX-5-UL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,1236459.73482083,4909.31608018934
{C2EBC8FA-DCD2-48D6-9F6C-E4EB99EB3AC6},530494,MH,Manufactured Housing,,,,,MH,82,,1973,Z-82-1973,1973/11/29 05:00:00+00,524ZC136,,,"20130901; TC-3-12; 151TC357",,1985394.6576492,6213.62086739178
{C32FCEAD-42A6-4738-8FF5-78384BB946C7},530495,R-10,Residential-10,,,,-CU,R-10-CU,18,,2019,Z-18-2019,2019/12/03 05:00:00+00,038ZC786,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-018-19-ORD.pdf,824656.237862183,7472.00445345138
{C36658A1-564E-4EC0-AE09-DFFD4E1ABB43},530496,R-6,Residential-6,,,,,R-6,,,,,,,,,"20130901; TC-3-12; 151TC357",,721434.675690028,3830.98171339693
{C4080D89-6FE1-42F2-9E25-99CF3BD1B90A},530497,R-6,Residential-6,,,,,R-6,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,2319.88904580985,240.202144990427
{C40F08F7-76A2-41A3-A1E9-E6A7419BB09C},530498,R-10,Residential-10,,,,-CU,R-10-CU,15,,2000,Z-15-2000,2000/03/07 05:00:00+00,745ZC475,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-015-00-ORD.pdf,314467.497868566,2363.08572608923
{C42D75C4-AC91-4B07-84A8-D8C98FE401A0},530499,RX-,Residential Mixed Use,3,-UL,Urban Limited,,RX-3-UL,85,,2021,Z-85-2021,2022/05/17 04:00:00+00,373ZC838,,,Rezoned after Citywide Rezoning,,32893.7898087732,838.793170446499
{C44DB996-DE87-41E7-8044-2FD7C1078475},530500,IX-,Industrial Mixed Use,3,,,,IX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,3135141.68931867,7653.9003307552
{C462C353-DF4A-4D29-8681-73B1F2469FC3},530501,R-6,Residential-6,,,,-CU,R-6-CU,27,,2005,Z-27-2005,2005/06/07 04:00:00+00,842ZC570,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-027-05-ORD.pdf,104048.762598442,1325.14089487278
{C46F65C8-40D2-4EC9-A971-F65E248C4298},530502,RX-,Residential Mixed Use,3,,,-CU,RX-3-CU,19,,1994,Z-19-1994,1994/05/03 04:00:00+00,394ZC346,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-019-94-ORD.pdf,785883.676820245,3591.48020244741
{C515B925-D738-4506-90F9-12B35C64045C},530503,IX-,Industrial Mixed Use,4,,,,IX-4,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,314719.350760712,2331.75987942438
{C58E5B95-60AD-4892-BD18-84B4D1B38F5B},530504,R-4,Residential-4,,,,,R-4,23,,1970,Z-23-1970,,,,,"20130901; TC-3-12; 151TC357",,132294.078702583,1559.92295596129
{C5E09595-7D7C-4D4A-B7B8-3AF7FA32E364},530505,OX-,Office Mixed Use,4,,,-CU,OX-4-CU,58,,1999,Z-58-1999,2000/03/21 04:00:00+00,757ZC476,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-058-99-ORD.pdf,152198.273998526,1815.03500443664
{C617682E-12DF-4C06-BDD4-8074EA1E6A08},530506,OX-,Office Mixed Use,3,,,-CU,OX-3-CU,6,,1993,Z-6-1993,1993/04/06 04:00:00+00,155ZC326,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-006-93-ORD.pdf,87294.894699391,1206.81829323359
{C62277B7-E22C-4CD0-8661-96F5F2205ADB},530507,OX-,Office Mixed Use,3,-PL,Parking Limited,,OX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,431176.570877794,4130.0080803622
{C662724F-877A-4EFA-BE88-225B5DA8B5AA},530508,RX-,Residential Mixed Use,3,,,,RX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,84550.8238566947,1518.59804316417
{C68C1717-4BF2-4200-9684-F7B0E78F0D50},530509,CX-,Commercial Mixed Use,5,-PL,Parking Limited,-CU,CX-5-PL-CU,20,,2022,Z-20-2022,2022/10/04 16:00:00+00,426ZC845,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-020-22-ORD.pdf,860234.820745222,4601.48690298842
{C69EB24D-8A9E-476C-9933-FBC086E54C4A},530510,R-6,Residential-6,,,,-CU,R-6-CU,7,,2023,TCZ-7-2023,2023/07/05 16:00:00+00,541ZC863,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/TCZ-007-23-ORD.pdf,128786.203149728,1700.12373338096
{C6CBB6A8-37ED-466C-BC5F-1B346DEC424B},530511,R-6,Residential-6,,,,,R-6,9,,1974,Z-7-1974,,,,,"20130901; TC-3-12; 151TC357",,97640.8095965858,1298.3246312371
{C70A7C35-2B36-446A-973A-E7721C27D4F2},530512,IX-,Industrial Mixed Use,3,-PK,Parkway,-CU,IX-3-PK-CU,62,,1995,Z-62-1995,1995/09/05 04:00:00+00,712ZC370,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-062-95-ORD.pdf,231308.954259699,2037.64416829494
{C7679880-F293-44E8-BD4F-A7ED05C61F52},530513,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,301425.831460517,2415.60321885022
{C7EC08BE-8BD5-479E-B00B-BF316EB0F34C},530514,OX-,Office Mixed Use,3,-UL,Urban Limited,,OX-3-UL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,268917.533725588,2676.02906450605
{C81696BB-3844-4A8E-B3D1-5309A81EB022},530515,R-10,Residential-10,,,,-CU,R-10-CU,21,,2006,Z-21-2006,2006/06/06 04:00:00+00,030ZC589,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-021-06-ORD.pdf,190469.976092531,1897.94530589547
{C81E2205-7E2A-4A94-BBD5-575F0296F594},530516,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,12,,2012,Z-12-2012,2012/08/07 04:00:00+00,096ZC675,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-012-12-ORD.pdf,419335.126527403,3032.00885983265
{C82056E9-59FF-4BFE-BF9A-025556A39837},530517,CM,Conservation Management,,,,,CM,,,,,,,,,"20130901; TC-3-12; 151TC357",,40410.2657520014,1750.6634792377
{C85479AE-6C29-4636-A371-C56B71FE3DF3},530518,NX-,Neighborhood Mixed Use,4,-SH,Shopfront,-CU,NX-4-SH-CU,23,,1986,Z-23-1986,1986/04/15 04:00:00+00,767ZC185,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-023-86-ORD.pdf,15191.7401025597,536.903484904689
{C85645D2-74C1-49FE-B8CB-326B25959A76},530519,R-4,Residential-4,,,,,R-4,37,A,1989,Z-37-1989,1989/07/05 04:00:00+00,397ZC255,,,"20130901; TC-3-12; 151TC357",,7737535.80275621,14069.2797477255
{C89AC4DC-282B-472A-AEEA-2B3FA285ECD9},530520,CX-,Commercial Mixed Use,3,,,,CX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,152883.27321583,1629.75466446534
{C89C5E5A-E392-4D9B-8160-157772D47A8B},530521,OX-,Office Mixed Use,3,-PL,Parking Limited,-CU,OX-3-PL-CU,32,,1994,Z-32-1994,1994/06/21 04:00:00+00,426ZC348,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-032-94-ORD.pdf,35326.9882701062,915.526571564172
{C9177724-9966-4B0B-BB55-4B98AE30BEB6},530522,RX-,Residential Mixed Use,7,-UL,Urban Limited,-CU,RX-7-UL-CU,4,,2022,Z-4-2022,2022/08/16 17:00:00+00,407ZC842,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-004-22-ORD.pdf,47591.5485360737,957.090523938141
{C979CCD6-1D76-45CB-B1CA-9CCE42073350},530523,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,23,,1996,Z-23-1996,1996/04/02 04:00:00+00,849ZC386,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-023-96-ORD.pdf,89622.6502050791,1212.48492660794
{C9B63B66-1A54-48A7-9209-631BA135E83F},530524,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,6013041.97035159,11503.9414799081
{C9D63A2E-B0AF-479C-B497-B8414E135D18},530525,NX-,Neighborhood Mixed Use,3,-PL,Parking Limited,,NX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,74068.4384115961,1187.92941130726
{CA0F9835-EA2D-40F0-8535-3399406918EB},530526,R-10,Residential-10,,,,-CU,R-10-CU,30,,1997,Z-30-1997,1997/08/05 04:00:00+00,168ZC418,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-030-97-ORD.pdf,1187570.37420465,5213.60660918821
{CA670F61-908D-4AC2-9B06-AF485231A470},530527,R-6,Residential-6,,,,,R-6,,,,,,,,,"20130901; TC-3-12; 151TC357",,882537.514742565,5145.93366378779
{CA8AA331-3C51-4E1E-BAA6-5270DCE63CF9},530528,OX-,Office Mixed Use,5,-GR,Green,-CU,OX-5-GR-CU,60,,1998,Z-60-1998,1998/07/07 04:00:00+00,371ZC436,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-060-98-ORD.pdf,274129.741846865,2392.91445714869
{CAC08988-BBC1-4F36-ADF7-C345FDDE036D},530529,RX-,Residential Mixed Use,4,,,-CU,RX-4-CU,28,,1996,Z-28-1996,1996/05/21 04:00:00+00,895ZC389,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-028-96-ORD.pdf,567428.135234461,3003.00799049864
{CAD64748-379B-46E1-937E-6378D6DD8A3C},530530,R-6,Residential-6,,,,,R-6,11,,1984,Z-11-1984,1984/02/07 05:00:00+00,245ZC133,,,"20130901; TC-3-12; 151TC357",,100327.471791232,2137.67532411175
{CAE63F2D-228B-4034-8B8D-4D6D24747670},530531,R-4,Residential-4,,,,,R-4,35,,2001,Z-35-2001,2001/06/05 04:00:00+00,013ZC499,,,"20130901; TC-3-12; 151TC357",,2061956.73152807,7020.52259016155
{CB14B77A-E57C-4BAE-A297-8AB9E80E62A2},530532,IH,Heavy Industrial,,,,,IH,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,176590.968920412,1727.96832974367
{CB5311D8-BE58-4CDC-B8F7-103D3D057395},530533,R-10,Residential-10,,,,-CU,R-10-CU,40,,2006,Z-40-2006,2006/10/03 04:00:00+00,103ZC593,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-040-06-ORD.pdf,402442.661776617,2643.84075108483
{CB9A20D4-F03D-4EF4-91E9-C7A885AF7A57},530534,CX-,Commercial Mixed Use,12,,,,CX-12,92,D,2022,Z-92D-2022,2024/07/04 04:00:00+00,637ZC884,,,New Bern SAP,,439224.844476211,3099.77108773899
{CB9C4625-98F8-43DE-A3B6-05C88FE6CEC1},530535,R-6,Residential-6,,,,,R-6,,,,,,,,,"20130901; TC-3-12; 151TC357",,86110.6128642095,1214.86518702151
{CC7CBE9D-E42A-4099-9127-8521142ADBCB},530536,R-6,Residential-6,,,,-CU,R-6-CU,28,,2021,Z-28-2021,2021/12/07 05:00:00+00,314ZC832,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-028-21-ORD.pdf,4431099.5150108,11690.2633891729
{CC8FCB12-0479-4570-BC66-70DE8D5C7927},530537,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,7293173.57238467,18265.5011119616
{CD253B13-219F-45CF-A70E-1E491A9FDBC3},530538,R-6,Residential-6,,,,,R-6,21,,1967,Z-21-1967,1967/09/18 04:00:00+00,601ZC050,,,"20130901; TC-3-12; 151TC357",,1918786.1532911,6902.32921356334
{CD2C44FA-2405-4438-AC09-F8BF38D0FF7C},530539,R-6,Residential-6,,,,,R-6,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,8658.11170087392,1790.44167779321
{CDA4B833-2E41-4E26-8491-32285542D107},530540,R-6,Residential-6,,,,,R-6,,,,,,,,,"20130901; TC-3-12; 151TC357",,142039.75208532,1728.24627487697
{CDB9D1E0-E5C9-476B-97B4-CECC58A0E06A},530541,R-6,Residential-6,,,,-CU,R-6-CU,57,,2001,Z-57-2001,2001/11/07 05:00:00+00,107ZC507,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-057-01-ORD.pdf,492992.138053256,3918.24392349401
{CDDA8084-5EA6-458F-88C9-071DFAB00A90},530542,CX-,Commercial Mixed Use,3,-PK,Parkway,,CX-3-PK,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,1346769.55416191,5130.60813014821
{CDFE1575-44F8-49D6-868B-5C17FAD3884B},530543,IX-,Industrial Mixed Use,3,,,,IX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,142781.889524061,1580.35420542839
{CE30EA15-8425-4A42-81B3-1DEC957DD8A2},530544,R-6,Residential-6,,,,,R-6,65,,1985,Z-65-1985,1985/11/19 05:00:00+00,676ZC174,,,"20130901; TC-3-12; 151TC357",,73281.554679766,1229.29534119525
{CE6EC521-22A2-4B7A-B9EF-662F71107E09},530545,IX-,Industrial Mixed Use,3,-PK,Parkway,-CU,IX-3-PK-CU,9,,2003,Z-9-2003,2003/03/18 04:00:00+00,403ZC533,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-009-03-ORD.pdf,554115.013905305,3883.56386386881
{CF0CB912-3F32-41C0-B5A5-947EE2446F36},530546,R-4,Residential-4,,,,,R-4,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,3479718.09860568,8152.17745648045
{CF72F692-B364-4312-B62D-DEA4E6362F93},530547,OX-,Office Mixed Use,3,-GR,Green,,OX-3-GR,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,27067.5992277089,664.234603763189
{CF779120-1C2B-41D2-8F0A-B24C94596187},530548,OX-,Office Mixed Use,3,,,-CU,OX-3-CU,40,,1989,Z-40-1989,1990/02/20 05:00:00+00,495ZC268,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-040-89-ORD.pdf,32430.3842238501,744.468522190619
{CFA56A7F-7424-4AB9-84D5-9DC29848263F},530549,R-10,Residential-10,,,,,R-10,31,,1984,Z-31-1984,1984/04/03 04:00:00+00,317ZC137,,,"20130901; TC-3-12; 151TC357",,79048.7717476421,1248.43809521131
{CFB7A696-EA54-4DEC-9CE7-23783CE53F80},530550,R-1,Residential-1,,,,,R-1,,,,,,,,,"20130901; TC-3-12; 151TC357",,75838.0178581436,1586.49095487225
{D0089DD9-1BD9-4C2A-9DF2-6177443DD2B5},530551,R-6,Residential-6,,,,,R-6,74,,1983,Z-74-1983,,161ZC123,,,"20130901; TC-3-12; 151TC357",,4963137.66973602,9375.33785971811
{D00C6A2C-35BD-4637-9ACE-A391121653CC},530552,R-6,Residential-6,,,,,R-6,15,,2010,Z-15-2010,2010/09/07 04:00:00+00,778ZC650,,,"20130901; TC-3-12; 151TC357",,67034.0093599979,1023.1237029855
{D07DEFA3-0854-4A48-AF04-6C4E3BE60AB0},530553,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,57,,2000,Z-57-2000,2000/11/21 05:00:00+00,898ZC489,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-057-00-ORD.pdf,2784948.4804268,7218.60336144055
{D0B71FAE-AEAF-4377-881D-14A4542D82C5},530554,NX-,Neighborhood Mixed Use,3,-UL,Urban Limited,,NX-3-UL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,36410.720260209,815.741609575855
{D118FB31-02CE-4569-A832-DAFA6EB8B067},530555,RX-,Residential Mixed Use,3,,,-CU,RX-3-CU,20,,2014,Z-20-2014,2015/11/17 05:00:00+00,520ZC720,,,"20151117; Z-20-14; 520ZC720",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-020-14-ORD.pdf,11449.2961293255,557.969282781628
{D15FDCBE-C858-4DEC-AC3D-8198B8A24C3F},530556,CX-,Commercial Mixed Use,5,,,-CU,CX-5-CU,21,,2019,Z-21-2019,2019/12/03 05:00:00+00,038ZC786,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-021-19-ORD.pdf,2666605.30980626,7401.09373919277
{D17C4D49-CFB0-4DC2-BA05-28629847CE5A},530557,CX-,Commercial Mixed Use,3,-PL,Parking Limited,,CX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,8169854.78372806,29066.7192646222
{D19B9819-2AEB-4BED-A0F6-680948B8CC36},530558,IX-,Industrial Mixed Use,3,,,,IX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,126623.013246847,1663.15720252047
{D1A446DB-5F37-4BE4-A674-F66DEDD46B90},530559,R-6,Residential-6,,,,-CU,R-6-CU,9,,1992,Z-9-1992,1992/02/04 05:00:00+00,919ZC304,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-009-92-ORD.pdf,752005.16184857,3700.67065455337
{D230F567-9657-4E33-9832-BEB1DB9A1733},530560,CX-,Commercial Mixed Use,12,,,-CU,CX-12-CU,81,,2022,Z-81-2022,2023/03/07 17:00:00+00,475ZC854,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-081-22-ORD.pdf,634856.08283208,3321.91656305084
{D23CEF2B-84E1-44DB-B820-526007191F2B},530561,IX-,Industrial Mixed Use,3,-PL,Parking Limited,,IX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,1169358.33477295,6990.53103483802
{D273FABE-2663-479A-81AA-93BB2C711AEA},530562,RX-,Residential Mixed Use,4,,,,RX-4,92,C,2022,Z-92C-2022,2024/06/06 16:00:00+00,625ZC881,,,New Bern SAP,,465406.478583795,3385.88366153291
{D42052B4-7531-4B15-8B1A-4D2280964BBA},530563,NX-,Neighborhood Mixed Use,3,,,,NX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,21956.3560692053,603.859457906557
{D44E6FD2-F412-443E-9A16-50F885CB0529},530564,R-4,Residential-4,,,,,R-4,33,,2015,Z-33-2015,2015/10/20 04:00:00+00,501ZC716,,,"20151020; Z-33-15; 501ZC716",,32908.4954570511,860.743998429044
{D54FA94A-6816-4663-8BE0-77970E05575D},530565,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,532115.723864669,3669.84941803016
{D55C7ECA-716B-4D4D-814B-BE70F5643437},530566,PD,Planned Development,,,,,PD,80,,2000,Z-80-2000,2000/11/21 05:00:00+00,898ZC489,MP-2-00,Mordecai Village,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-080-00-ORD.pdf,616072.116925056,3971.98893365527
{D58B6DAB-34EE-4C7E-AA3C-7913415BDCAC},530567,DX-,Downtown Mixed Use,40,-SH,Shopfront,-CU,DX-40-SH-CU,87,,2021,Z-87-2021,2022/06/21 04:00:00+00,394ZC840,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-087-21-ORD.pdf,78815.1645377655,1178.27806544316
{D5F69D74-F4BB-40D4-8638-BF08D037D380},530568,OX-,Office Mixed Use,3,-GR,Green,,OX-3-GR,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,266140.033596862,3123.75963687785
{D63FDB34-73F5-4DD0-AB1B-DB0FCF9894F7},530569,CX-,Commercial Mixed Use,3,-PL,Parking Limited,-CU,CX-3-PL-CU,4,,2012,Z-4-2012,2012/02/21 05:00:00+00,013ZC678,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-004-12-ORD.pdf,33399.5313397256,784.159640652112
{D6C908AE-280B-4FF9-A6F9-07095AE7C9D1},530570,OX-,Office Mixed Use,3,,,-CU,OX-3-CU,98,,1997,Z-98-1997,1998/02/17 05:00:00+00,284ZC428,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-098-97-ORD.pdf,21515.8060092099,1105.89974345061
{D6F891C3-B043-4AEB-B8D4-11BB84498C5B},530571,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,490021.416057288,5008.47416737123
{D71EEAB0-E70D-40D7-85A5-9828003D1DDB},530572,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,164167.213128863,1895.19791516179
{D7515260-59C2-4FD7-964B-D66DDED7F379},530573,R-4,Residential-4,,,,,R-4,,,,,,,,,"20130901; TC-3-12; 151TC357",,57636.3470170981,1068.19070851319
