OBJECTID,ZONING,ZONE_ORD,PERIMETER,ACRES,ZONE_TYPE,DIS_NAME,ORD_NUMBER,OWNER
47984,PR,258-2007,3353.307,13.523,PR,HARTWELL,0258-2007, 
47985,MG,15-2004,16964.903,85.755,MG,ROSELAWN,0015-2004,CPB
47986,ML,15-2004,11567.659,36.761,ML,CARTHAGE,0015-2004,CPB
47987,PR,258-2007,709.251,0.487,PR,CARTHAGE,0258-2007, 
47988,CC-A,15-2004,6856.698,57.043,CC-A,CARTHAGE,0015-2004,CPB
47989,IR,15-2004,9889.982,69.69,IR,ROSELAWN,0015-2004,CPB
47990,ML,15-2004,7998.511,39.484,ML,CARTHAGE,0015-2004,CPB
47991,PD,368-2004,10094.882,60.086,PD-38,BOND HILL,0368-2004,CPB
47992,CG-A,15-2004,5831.816,32.705,CG-A,BOND HILL,0015-2004,CPB
47993,PR,258-2007,5873.513,38.922,PR,ROSELAWN,0258-2007, 
47994,PD,2023-00397,0,27.32,PD,Midpoint Crossing PD #96,2023-00397, 
47995,RMX,15-2004,6245.011,37.049,RMX,EVANSTON,0015-2004,CPB
47996,SF-10,15-2004,2809.936,9.325,SF-10,HYDE PARK,0015-2004,CPB
47997,CN-M,289-2015,1873.258,3.458,CN-M,EVANSTON,0289-2015,CP
47998,MG,15-2004,7694.215,26.355,MG,EVANSTON,0015-2004,CPB
47999,CN-M,15-2004,1738.345,2.695,CN-M,EVANSTON,0015-2004,CPB
48000,SF-20,15-2004,8154.961,53.88,SF-20,HYDE PARK,0015-2004,CPB
48001,PR,162-2008,598.052,0.437,PR,EVANSTON,0015-2004,CPB
48002,PD,122-2006,2992.621,11.705,PD-44,EVANSTON,0122-2006,CPB
48003,CC-A,15-2004,770.492,0.848,CC-A,EVANSTON,0015-2004,CPB
48004,PR,258-2007,2403.985,6.718,PR,EVANSTON,0258-2007, 
48005,PD,34-2009,2026.181,2.478,PD-44,EVANSTON,0034-2009,CPB
48006,SF-10,103-2010,8970.519,41.284,SF-10,HYDE PARK,0015-2004,CPB
48007,PD,139-2009,491.951,0.225,PD-44,EVANSTON,0139-2009,CPB
48008,PD,0361-2012,3156.739,7.664,PD-67,EVANSTON,0361-2012,CPB
48009,CC-A,64-2015,815.412,0.577,CC-A,EVANSTON,0064-2015,CPB
48010,CC-A,15-2004,722.757,0.678,CC-A,EVANSTON,0015-2004,CPB
48011,RM-1.2,15-2004,2715.07,8.392,RM-1.2,EAST WALNUT HILLS,0015-2004,CPB
48012,SF-10,15-2004,9173.387,35.738,SF-10,EVANSTON,0015-2004,CPB
48013,SF-2,15-2004,4963.669,25.995,SF-2,EVANSTON,0015-2004,CPB
48014,CN-P,15-2004,3191.462,8.75,CN-P,EVANSTON,0015-2004,CPB
48015,SF-2,15-2004,2214.345,4.495,SF-2,HYDE PARK,0015-2004,CPB
48016,RMX,15-2004,4359.261,17.908,RMX,EVANSTON,0015-2004,CPB
48017,RMX,15-2004,2019.784,3.709,RMX,EVANSTON,0015-2004,CPB
48018,SF-10,15-2004,4593.625,13.376,SF-10,EAST WALNUT HILLS,0015-2004,CPB
48019,SF-4,15-2004,25663.256,166.709,SF-4,EVANSTON,0015-2004,CPB
48020,PR,258-2007,451.114,0.247,PR,EVANSTON,0258-2007, 
48021,PR,258-2007,3642.324,11.381,PR,EAST WALNUT HILLS,0258-2007, 
48022,SF-10,15-2004,3676.554,10.217,SF-10,EAST WALNUT HILLS,0015-2004,CPB
48023,PR,258-2007,3287.674,4.771,PR,EAST WALNUT HILLS,0258-2007, 
48024,RM-2.0,15-2004,3933.687,16.471,RM-2.0,EVANSTON,0015-2004,CPB
48025,PR,258-2007,1482.243,2.01,PR,EAST WALNUT HILLS,0015-2004,CPB
48026,PR,258-2007,3033.166,6.521,PR,EAST WALNUT HILLS,0015-2004,CPB
48027,PR,258-2007,4590.194,8.07,PR,EAST END,0015-2004,CPB
48028,SF-20,15-2004,11350.872,101.226,SF-20,CARTHAGE,0015-2004,CPB
48029,MG,15-2004,10144.528,90.912,MG,CARTHAGE,0015-2004,CPB
48030,SF-4,15-2004,3654.676,14.671,SF-4,CARTHAGE,0015-2004,CPB
48031,ML,15-2004,4805.206,13.152,ML,CARTHAGE,0015-2004,CPB
48032,IR,15-2004,6155.35,49.462,IR,HARTWELL,0015-2004,CPB
48033,RM-2.0,15-2004,17545.207,215.169,RM-2.0,HARTWELL,0015-2004,CPB
48034,SF-2,15-2004,11395.464,59.917,SF-2,CARTHAGE,0015-2004,CPB
48035,PR,258-2007,3243.354,15.638,PR,CARTHAGE,0258-2007, 
48036,PD,77-2011,1780.882,2.25,PD-62,CARTHAGE,0077-2011,CPB
48037,PD,373-2005,1967.97,5.244,PD-40,BOND HILL,0373-2005,CPB
48038,SF-4,15-2004,5759.286,29.35,SF-4,BOND HILL,0015-2004,CPB
48039,RMX,15-2004,5162.148,26.282,RMX,BOND HILL,0015-2004,CPB
48040,SF-6,15-2004,19477.005,243.546,SF-6,BOND HILL,0015-2004,CPB
48041,ML,318-2006,4989.012,32.036,ML,BOND HILL,0015-2004,CPB
48042,CN-P,15-2004,2589.089,6.11,CN-P,BOND HILL,0015-2004,CPB
48043,MG,15-2004,9285.533,80.973,MG,BOND HILL,0015-2004,CPB
48044,RM-1.2,15-2004,5942.262,21.976,RM-1.2,BOND HILL,0015-2004,CPB
48045,MG,15-2004,14060.144,171.902,MG,BOND HILL,0015-2004,CPB
48046,RM-2.0,15-2004,2452.648,6.79,RM-2.0,BOND HILL,0015-2004,CPB
48047,SF-4,15-2004,9558.122,74.399,SF-4,BOND HILL,0015-2004,CPB
48048,CN-M,15-2004,3139.068,5.102,CN-M,BOND HILL,0015-2004,CPB
48049,PD,15-2004,14618.808,155.723,PD-1,BOND HILL,0015-2004,CPB
48050,MG,15-2004,32838.173,449.729,MG,CARTHAGE,0015-2004,CPB
48051,ME,15-2004,7698.046,55.107,ME,BOND HILL,0015-2004,CPB
48052,SF-4,15-2004,2794.708,10.138,SF-4,NORTH AVONDALE,0015-2004,CPB
48053,SF-4,15-2004,4395.449,11.546,SF-4,PADDOCK HILLS,0015-2004,CPB
48054,PR,258-2007,7622.024,77.789,PR,NORTH AVONDALE,0258-2007, 
48055,PR,258-2007,5889.293,39.78,PR,NORTH AVONDALE,0258-2007, 
48056,SF-10,15-2004,5879.291,31.917,SF-10,NORTH AVONDALE,0015-2004,CPB
48057,SF-10,15-2004,4960.945,18.087,SF-10,PADDOCK HILLS,0015-2004,CPB
48058,PR,258-2007,1544.176,1.831,PR,BOND HILL,0258-2007, 
48059,RM-1.2,15-2004,4709.533,9.825,RM-1.2,PADDOCK HILLS,0015-2004,CPB
48060,SF-10,15-2004,16881.16,106.628,SF-10,NORTH AVONDALE,0015-2004,CPB
48061,SF-6,15-2004,14989.191,70.249,SF-6,NORTH AVONDALE,0015-2004,CPB
48062,RM-2.0,15-2004,2408.503,4.191,RM-2.0,NORTH AVONDALE,0015-2004,CPB
48063,SF-10,15-2004,11042.64,60.698,SF-10,NORTH AVONDALE,0015-2004,CPB
48064,RM-2.0,15-2004,2146.468,5.164,RM-2.0,NORTH AVONDALE,0015-2004,CPB
48065,SF-4,15-2004,10679.762,50.437,SF-4,AVONDALE,0015-2004,CPB
48066,PR,258-2007,984.013,1.274,PR,AVONDALE,0258-2007, 
48067,SF-20,15-2004,4700.755,22.903,SF-20,NORTH AVONDALE,0015-2004,CPB
48068,PR,258-2007,546.24,0.424,PR,AVONDALE,0258-2007, 
48069,SF-6,15-2004,9194.052,71.468,SF-6,AVONDALE,0015-2004,CPB
48070,RM-1.2,15-2004,12673.785,40.458,RM-1.2,NORTH AVONDALE,0015-2004,CPB
48071,CN-M,15-2004,1332.532,2.296,CN-M,EVANSTON,0015-2004,CPB
48072,CC-M,15-2004,2479.053,4.751,CC-M,EVANSTON,0015-2004,CPB
48073,MG,15-2004,6075.118,34.812,MG,EVANSTON,0015-2004,CPB
48074,SF-2,15-2004,9560.975,68.655,SF-2,EVANSTON,0015-2004,CPB
48075,PR,258-2007,9339.273,27.328,PR,EVANSTON,0258-2007, 
48076,PR,258-2007,3493.587,10.34,PR,EVANSTON,0258-2007, 
48077,IR,82-2008,3075.454,9.586,IR,EVANSTON,0015-2004,CPB
48078,IR,15-2004,12116.438,93.622,IR,EVANSTON,0015-2004,CPB
48079,IR,289-2015,1336.499,2.023,IR,EVANSTON,0289-2015,CP
48080,IR,289-2015,1509.384,1.823,IR,EVANSTON,0289-2015,CP
48081,PR,258-2007,5838.724,19.731,PR,EVANSTON,0258-2007, 
48082,PR,258-2007,609.542,0.421,PR,NORTH AVONDALE,0258-2007, 
48083,SF-4,15-2004,23163.461,102.379,SF-4,EVANSTON,0015-2004,CPB
48084,PR,258-2007,3162.966,6.852,PR,NORTH AVONDALE,0258-2007, 
48085,PR,258-2007,1017.852,1.172,PR,NORTH AVONDALE,0258-2007, 
48086,PR,258-2007,4651.909,21.875,PR,WALNUT HILLS,0258-2007, 
48087,PR,258-2007,1769.688,3.58,PR,NORTH AVONDALE,0258-2007, 
48088,PR,258-2007,1903.815,3.137,PR,EVANSTON,0258-2007, 
48089,PR,258-2007,1170.852,1.82,PR,AVONDALE,0258-2007, 
48090,CN-M,15-2004,2081.153,3.244,CN-M,WALNUT HILLS,0015-2004,CPB
48091,CC-P,82-2017,5981.951,22.449,CC-P,WALNUT HILLS,0082-2017,CP
48092,RMX,15-2004,3983.126,11.89,RMX,WALNUT HILLS,0015-2004,CPB
48093,PR,258-2007,1048.439,1.055,PR,WALNUT HILLS,0258-2007, 
48094,MG,15-2004,7201.44,33.779,MG,AVONDALE,0015-2004,CPB
48095,PR,258-2007,849.266,0.484,PR,EAST WALNUT HILLS,0258-2007, 
48096,RMX,15-2004,23239.686,123.106,RMX,EVANSTON,0015-2004,CPB
48097,PR,258-2007,1097.047,0.935,PR,EVANSTON,0258-2007, 
48098,PR,258-2007,622.802,0.527,PR,WALNUT HILLS,0258-2007, 
48099,PR,258-2007,713.381,0.674,PR,WALNUT HILLS,0258-2007, 
48100,PD,325-2008,1576.199,3.111,PD-56,EAST WALNUT HILLS,0325-2008,CPB
48101,PD,63-2015,2154.672,3.226,PD-72,EVANSTON,0063-2015,CP
48102,PD,119-2017,766.75,0.62,PD-72,EVANSTON,0119-2017,CP
48103,RM-1.2,15-2004,19998.352,84.129,RM-1.2,EAST WALNUT HILLS,0015-2004,CPB
48104,SF-4,70-2020,6741.199,42.999,SF-4,EVANSTON,0070-2020,CP
48105,PD,1-2008,1409.419,2.78,PD-52,AVONDALE,0001-2008,CPB
48106,PD,220-2007,2546.457,8.124,PD-50,AVONDALE,0220-2007,CPB
48107,PR,258-2007,3645.889,9.318,PR,AVONDALE,0258-2007, 
48108,PR,258-2007,1850.221,4.667,PR,AVONDALE,0258-2007, 
48109,PR,258-2007,1593.515,3.045,PR,AVONDALE,0258-2007, 
48110,PR,258-2007,1239.791,1.292,PR,AVONDALE,0258-2007, 
48111,PR,359-2015,2432.69,3.379,PR,AVONDALE,0359-2015,CP
48112,PD,206-2017,1794.78,3.328,PD-50,AVONDALE,0206-2017,CP
48113,IR,207-2017,1990.429,4.054,IR,AVONDALE,0207-2017,CP
48114,PR,258-2007,2743.762,7.166,PR,COLLEGE HILL,0258-2007, 
48115,SF-20,15-2004,6460.418,40.8,SF-20,COLLEGE HILL,0015-2004,CPB
48116,SF-6,15-2004,38563.849,373.862,SF-6,COLLEGE HILL,0015-2004,CPB
48117,SF-4,15-2004,9878.123,60.375,SF-4,COLLEGE HILL,0015-2004,CPB
48118,SF-6,15-2004,14002.177,168.751,SF-6,COLLEGE HILL,0015-2004,CPB
48119,SF-6,260-2009,6281.201,51.423,SF-6,SPRING GROVE VILLAGE,0260-2009,CPB
48120,SF-10,15-2004,4091.993,8.861,SF-10,NORTHSIDE,0015-2004,CPB
48121,PR,258-2007,585.76,0.484,PR,NORTHSIDE,0258-2007, 
48122,PR,258-2007,853.873,0.969,PR,NORTHSIDE,0258-2007, 
48123,PR,258-2007,6005.737,20.249,PR,WINTON PLACE,0258-2007, 
48124,ML,15-2004,7116.858,36.95,ML,NORTHSIDE,0015-2004,CPB
48125,PR,258-2007,15237.531,87.296,PR,NORTHSIDE,0258-2007, 
48126,PR,258-2007,10079.104,57.822,PR,COLLEGE HILL,0258-2007, 
48127,SF-4,15-2004,50036.763,903.44,SF-4,WINTON PLACE,0015-2004,CPB
48128,PD,15-2004,4393.105,24.192,PD-28,NORTHSIDE,0015-2004,CPB
48129,SF-4,15-2004,9388.671,53.916,SF-4,NORTHSIDE,0015-2004,CPB
48130,OL,15-2004,1944.575,5.716,OL,WINTON PLACE,0015-2004,CPB
48131,CC-A,15-2004,5391.623,22.875,CC-A,WALNUT HILLS,0015-2004,CPB
48132,MG,15-2004,11990.874,47.164,MG,WALNUT HILLS,0015-2004,CPB
48133,PD,15-2004,1374.029,2.334,PD-18,MOUNT AUBURN,0015-2004,CPB
48134,CC-P,15-2004,3259.133,9.455,CC-P,WALNUT HILLS,0015-2004,CPB
48135,RMX,15-2004,7578.839,43.055,RMX,MOUNT AUBURN,0015-2004,CPB
48136,T4N.SF,2-2014,3241.935,8.609,T4N.SF,WALNUT HILLS,0002-2014,CPB
48137,T5MS,2-2014,4827.54,12.958,T5MS,WALNUT HILLS,0002-2014,CPB
48138,T4N.MF-O,2-2014,2843.115,5.944,T4N.MF-O,WALNUT HILLS,0002-2014,CPB
48139,T5N.SS-O,2-2014,3457.325,8.545,T5N.SS-O,WALNUT HILLS,0002-2014,CPB
48140,T5N.SS-O,2-2014,1920.75,3.111,T5N.SS-O,WALNUT HILLS,0002-2014,CPB
48141,T4N.SF,2-2014,6373.62,28.079,T4N.SF,WALNUT HILLS,0002-2014,CPB
48142,T5F,2-2014,6798.948,18.55,T5F,WALNUT HILLS,0002-2014,CPB
48143,T4N.SF,84-2017,539.918,0.414,T4N.SF,WALNUT HILLS,0084-2017,CP
48144,CC-A,15-2004,5485.953,11.133,CC-A,WALNUT HILLS,0015-2004,CPB
48145,ML,15-2004,4327.392,15.178,ML,WALNUT HILLS,0015-2004,CPB
48146,PR,258-2007,17676.556,207.978,PR,WALNUT HILLS,0258-2007, 
48147,OL,15-2004,674.224,0.476,OL,WALNUT HILLS,0015-2004,CPB
48148,PD,15-2004,14623.33,32.71,PD-17,MOUNT ADAMS,0015-2004,CPB
48149,RM-2.0,15-2004,5802.531,31.681,RM-2.0,WALNUT HILLS,0015-2004,CPB
48150,RMX,15-2004,5918.659,21.313,RMX,WALNUT HILLS,0015-2004,CPB
48151,PR,258-2007,1538.789,0.591,PR,WALNUT HILLS,0258-2007, 
48152,OG,15-2004,12123.04,63.682,OG,WALNUT HILLS,0015-2004,CPB
48153,PR,258-2007,974.961,1.271,PR,WALNUT HILLS,0258-2007, 
48154,SF-4,15-2004,8772.514,56.076,SF-4,MOUNT AUBURN,0015-2004,CPB
48155,RMX,15-2004,6146.34,23.533,RMX,WALNUT HILLS,0015-2004,CPB
48156,SF-20,15-2004,1573.835,3.598,SF-20,MOUNT ADAMS,0015-2004,CPB
48157,SF-2,15-2004,6445.093,19.154,SF-2,MOUNT AUBURN,0015-2004,CPB
48158,SF-20,15-2004,1680.836,2.972,SF-20,MOUNT ADAMS,0015-2004,CPB
48159,PR,258-2007,1425.748,1.256,PR,CORRYVILLE,0258-2007, 
48160,PR,258-2007,1062.476,1.287,PR,HEIGHTS,0258-2007, 
48161,CN-P,15-2004,4241.4,14.67,CN-P,CORRYVILLE,0015-2004,CPB
48162,PD,15-2004,1007.842,1.244,PD-8,CORRYVILLE,0015-2004,CPB
48163,PR,258-2007,841.077,0.799,PR,CORRYVILLE,0258-2007, 
48164,PR,258-2007,4488.024,20.649,PR,MOUNT AUBURN,0258-2007, 
48165,PD,269-2008,1406.533,2.52,PD-54,CORRYVILLE,0269-2008,CPB
48166,PD,262-2013,1895.289,3.669,PD-69,CORRYVILLE,0262-2013,CPB
48167,PD,258-2016,3015.021,7.625,PD-77,MOUNT AUBURN,0258-2016,CP
48168,IR,15-2004,27498.825,336.798,IR,AVONDALE,0015-2004,CPB
48169,PD,275-2020,893.321,0.55, ,CORRYVILLE,0275-2020,CPq
48170,OG,481-2021,1714.35,3.258,OG,MOUNT AUBURN,0481-2021,CP
48171,RMX,15-2004,36200.57,141.799,RMX,CLIFTON,0015-2004,CPB
48172,PR,258-2007,10707.056,73.707,PR,AVONDALE,0258-2007, 
48173,PR,258-2007,1209.364,1.683,PR,AVONDALE,0258-2007, 
48174,SF-4,15-2004,16883.292,156.054,SF-4,CLIFTON,0015-2004,CPB
48175,SF-6,15-2004,5823.79,22.407,SF-6,CLIFTON,0015-2004,CPB
48176,SF-4,15-2004,3486.698,13.264,SF-4,AVONDALE,0015-2004,CPB
48177,PD,15-2004,4086.753,15.947,PD-4,CLIFTON,0015-2004,CPB
48178,SF-20,15-2004,29904.695,426.512,SF-20,CLIFTON,0015-2004,CPB
48179,SF-4,15-2004,5216.515,20.475,SF-4,AVONDALE,0015-2004,CPB
48180,MG,15-2004,156191.535,2430.145,MG,CAMP WASHINGTON,0015-2004,CPB
48181,PR,124-2021,1638.964,2.521,PR,AVONDALE,0124-2021,CP
48182,PR,258-2007,599.006,0.349,PR,CLIFTON,0258-2007, 
48183,RM-1.2,15-2004,20263.639,92.724,RM-1.2,CUF,0015-2004,CPB
48184,IR,15-2004,5125.979,31.766,IR,CUF,0015-2004,CPB
48185,PR,258-2007,8912.514,95.498,PR,HEIGHTS,0258-2007, 
48186,IR,366-2010,2735.341,4.035,IR,CUF,0366-2010,CPB
48187,PR,359-2015,3187.61,7.78,PR,AVONDALE,0359-2015,CP
48188,PR,359-2015,950.231,1.244,PR,AVONDALE,0359-2015,CP
48189,PR,124-2021,759.357,0.828,PR,AVONDALE,0124-2021,CP
48190,PR,124-2021,2689.107,5.059,PR,CORRYVILLE,0124-2021,CP
48191,PR,258-2007,4515.632,16.843,PR,AVONDALE,0258-2007, 
48192,PD,15-2004,4489.915,12.653,PD-9,CORRYVILLE,0015-2004,CPB
48193,IR,15-2004,5358.218,24.952,IR,AVONDALE,0015-2004,CPB
48194,OG,15-2004,27212.279,129.736,OG,CORRYVILLE,0015-2004,CPB
48195,CC-M,15-2004,4552.86,6.657,CC-M,WALNUT HILLS,0015-2004,CPB
48196,IR,415-2008,1065.268,1.543,IR,CORRYVILLE,0415-2008,CPB
48197,IR,254-2016,1490.22,2.975,IR,AVONDALE,0254-2016,CP
48198,PD,261-2018,1451.971,2.769,PD-82,CORRYVILLE,0261-2018,CP
48199,PD,0067-2023,0,7.803,PD,AVONDALE,0067-2023, 
48200,PR,258-2007,4488.246,13.721,PR,MOUNT AUBURN,0258-2007, 
48201,PR,258-2007,4494.227,8.833,PR,CUF,0258-2007, 
48202,PR,258-2007,458.422,0.206,PR,CUF,0258-2007, 
48203,PR,258-2007,414.576,0.124,PR,MT AUBURN,0258-2007, 
48204,PR,258-2007,654.978,0.587,PR,CUF,0258-2007, 
48205,PR,13-2018,3119.538,7.809,PR,CUF,0013-2018,CP
48206,IR,15-2004,5513.106,29.86,IR,MOUNT AUBURN,0015-2004,CPB
48207,PD,11-2017,1117.92,0.928,PD-77,MOUNT AUBURN,0011-2017,CP
48208,IR,340-2004,806.034,0.925,IR,MOUNT AUBURN,0015-2004,CPB
48209,PR,258-2007,2837.665,3.991,PR,MOUNT AUBURN,0258-2007, 
48210,IR,15-2004,2876.86,8.834,IR,MOUNT AUBURN,0015-2004,CPB
48211,PR,258-2007,956.302,1.25,PR,MOUNT AUBURN,0258-2007, 
48212,PR,258-2007,960.615,0.893,PR,MOUNT AUBURN,0258-2007, 
48213,PR,258-2007,1621.912,3.615,PR,MOUNT AUBURN,0258-2007, 
48214,PD,69-2020,1848.206,4.13,PD-87,MOUNT AUBURN,0069-2020,CP
48215,PR,258-2007,1259.412,1.763,PR,MOUNT AUBURN,0258-2007, 
48216,PD,15-2004,3680.791,10.51,PD-12,HEIGHTS,0015-2004,CPB
48217,PD,0345-2014,1267.504,2.203,PD-71,CUF,0345-2014,CPB
48218,IR,0293-2019,2680.308,5.911,IR,HEIGHTS,0293-2019,CP
48219,PD,0321-2022,0,1.741,PD #95,CUF,0321-2022, 
48220,PR,258-2007,1730.939,2.104,PR,OVER-THE-RHINE,0258-2007, 
48221,PR,258-2007,356.971,0.183,PR,OVER-THE-RHINE,0258-2007, 
48223,PR,258-2007,285.658,0.057,PR,OVER-THE-RHINE,0258-2007, 
48224,PR,258-2007,1146.762,1.447,PR,OVER-THE-RHINE,0258-2007, 
48225,PD,251-2016,1360.966,1.993,PD-76,OVER-THE-RHINE,0251-2016,CP
48226,RM-1.2,15-2004,274.666,0.098,RM-1.2,OVER-THE-RHINE,0015-2004,CPB
48227,PD,63-2019,3337.139,13.834,PD-83,WEST END,0063-2019,CP
48228,PD,169-2019,424.725,0.093, ,WEST END,0169-2019,CP
48229,PD, ,842.528,0.978,PD-76,OVER-THE-RHINE, ,CP
48232,PR,258-2007,1800.897,4.55,PR,WEST END,0258-2007, 
48233,PR,258-2007,654.031,0.463,PR,WEST END,0258-2007, 
48234,CN-M,15-2004,3847.528,6.477,CN-M,WEST END,0015-2004,CPB
48235,MG,15-2004,8823.405,53.08,MG,WEST END,0015-2004,CPB
48237,PR,258-2007,546.37,0.238,PR,WEST END,0258-2007, 
48238,PR,258-2007,998.921,0.772,PR,WEST END,0258-2007, 
48239,PR,258-2007,1551.296,3.468,PR,WEST END,0258-2007, 
48240,SF-2,15-2004,8622.603,38.328,SF-2,WEST END,0015-2004,CPB
48241,ML,15-2004,1433.557,2.317,ML,WEST END,0015-2004,CPB
48242,CG-A,15-2004,11124.008,84.504,CG-A,QUEENSGATE,0015-2004,CPB
48243,PD,363-2019,1231.329,1.536, ,WEST END,0363-2019,CP
48244,PD,46-2020,1396.639,2.077, ,WEST END,0046-2020,CP
48245,RM-0.7,15-2004,13754.699,62.768,RM-0.7,WEST END,0015-2004,CPB
48246,OG,15-2004,3525.1,11.178,OG,MOUNT ADAMS,0015-2004,CPB
48247,SF-2,15-2004,8866.983,33.1,SF-2,MOUNT ADAMS,0015-2004,CPB
48248,PR,258-2007,9520.683,39.006,PR,EAST END,0258-2007, 
48249,PR,258-2007,1924.608,4.003,PR,MOUNT ADAMS,0258-2007, CP
48250,SF-2,15-2004,5783.662,12.681,SF-2,MOUNT ADAMS,0015-2004,CPB
48251,RMX,15-2004,5015.339,14.575,RMX,MOUNT ADAMS,0015-2004,CPB
48252,PR,258-2007,2024.357,2.478,PR,MOUNT ADAMS,0258-2007, 
48253,DD,145-2021,3131.517,4.768,DD,EAST END,0145-2021,CP
48254,PR,258-2007,1261.529,1.734,PR,OVER-THE-RHINE,0258-2007, 
48255,PD,141-2006,12053.701,84.625,PD-43,CBD/RIVERFRONT,0141-2006,CPB
48256,PR,258-2007,1126.735,1.465,PR,WEST END,0258-2007, 
48257,DD,15-2004,34029.919,571.552,DD,CBD/RIVERFRONT,0015-2004,CPB
48258,OL,15-2004,1932.189,2.634,OL,WEST END,0015-2004,CPB
48259,RM-1.2,15-2004,1552.242,2.369,RM-1.2,WEST END,0015-2004,CPB
48260,PD,320-2010,2627.591,9.066,PD-60,OVER-THE-RHINE,0320-2010,CPB
48261,PD,0308-2011,1765.445,3.618,PD-65,OVER-THE-RHINE,0308-2011,CPB
48262,DD,68-2016,1400.929,2.534,DD,OVER-THE-RHINE,0068-2016,CP
48263,CC-A,15-2004,9714.166,37.962,CC-A,OVER-THE-RHINE,0015-2004,CPB
48264,SF-10,15-2004,20587.091,87.701,SF-10,COLLEGE HILL,0015-2004,CPB
48265,SF-6,15-2004,17973.517,210.282,SF-6,COLLEGE HILL,0015-2004,CPB
48266,IR,15-2004,4909.873,26.502,IR,COLLEGE HILL,0015-2004,CPB
48267,T3N,356-2013,2257.809,4.258,T3N,COLLEGE HILL,356-2013,CPB
48268,PD,15-2004,2500.402,8.108,PD-7,COLLEGE HILL,0015-2004,CPB
48269,PR,258-2007,2139.435,6.153,PR,COLLEGE HILL,0258-2007, 
48270,T4N.SF,327-2019,1621.583,3.045,T4N.SF,COLLEGE HILL,0327-2019,CP
48271,RM-2.0,15-2004,2643.554,7.087,RM-2.0,COLLEGE HILL,0015-2004,CPB
48272,SF-4,15-2004,4843.016,13.896,SF-4,COLLEGE HILL,0015-2004,CPB
48273,SF-20,15-2004,10015.866,97.899,SF-20,COLLEGE HILL,0015-2004,CPB
48274,SF-4,15-2004,5409.035,34.462,SF-4,COLLEGE HILL,0015-2004,CPB
48275,SF-10,15-2004,19740.14,125.097,SF-10,COLLEGE HILL,0015-2004,CPB
48276,SF-6,15-2004,31416.206,150.686,SF-6,COLLEGE HILL,0015-2004,CPB
48277,RM-2.0,15-2004,3118.198,5.216,RM-2.0,MOUNT AIRY,0015-2004,CPB
48278,PR,258-2007,8195.635,34.216,PR,COLLEGE HILL,0258-2007, 
48279,RM-2.0,15-2004,2222.621,5.084,RM-2.0,COLLEGE HILL,0015-2004,CPB
48280,SF-4,15-2004,11282.987,59.614,SF-4,NORTHSIDE,0015-2004,CPB
48281,RM-2.0,15-2004,3373.806,16.016,RM-2.0,MOUNT AIRY,0015-2004,CPB
48282,SF-4,15-2004,3376.554,13.486,SF-4,NORTHSIDE,0015-2004,CPB
48283,SF-2,15-2004,15064.275,70.13,SF-2,NORTHSIDE,0015-2004,CPB
48284,RM-2.0,15-2004,5459.346,12.252,RM-2.0,NORTHSIDE,0015-2004,CPB
48285,RM-2.0,15-2004,6088.411,21.214,RM-2.0,NORTHSIDE,0015-2004,CPB
48286,PD,43-2013,2024.154,5.872,PD-68,NORTHSIDE,0043-2013,CPB
48287,ML,15-2004,6158.49,25.716,ML,NORTHSIDE,0015-2004,CPB
48288,PD,145-2007,3722.038,8.931,PD-47,NORTHSIDE,0145-2007,CPB
48289,CC-P,15-2004,2146.924,4.026,CC-P,NORTHSIDE,0015-2004,CPB
48290,CC-P,15-2004,7296.42,26.659,CC-P,NORTHSIDE,0015-2004,CPB
48291,PR,258-2007,1459.635,2.759,PR,NORTHSIDE,0258-2007, 
48292,SF-2,15-2004,16193.488,86.195,SF-2,SOUTH CUMMINSVILLE,0015-2004,CPB
48293,RM-2.0,15-2004,2453.561,3.496,RM-2.0,SOUTH CUMMINSVILLE,0015-2004,CPB
48294,CC-M,15-2004,6484.037,16.994,CC-M,NORTHSIDE,0015-2004,CPB
48295,PD,121-2019,1183.913,1.186,PD-84,NORTHSIDE,0121-2019,CP
48296,CC-P,122-2019,298.414,0.096,CC-P,NORTHSIDE,0122-2019,CP
48297,PD,65-2024,0,2.07,PD-100,Northside Gateway,65-2024, 
48298,SF-10,15-2004,13667.877,86.948,SF-10,COLLEGE HILL,0015-2004,CPB
48299,PR,258-2007,29442.642,280.593,PR,MT AIRY,0258-2007, 
48300,SF-6,15-2004,11752.659,49.806,SF-6,MOUNT AIRY,0015-2004,CPB
48301,SF-6,15-2004,37988.391,327.093,SF-6,MOUNT AIRY,0015-2004,CPB
48302,PR,258-2007,3962.502,13.84,PR,MOUNT AIRY,0258-2007, 
48303,SF-6,15-2004,2181.739,4.446,SF-6,MOUNT AIRY,0015-2004,CPB
48304,RM-2.0,15-2004,8041.449,43.265,RM-2.0,MOUNT AIRY,0015-2004,CPB
48305,SF-20,15-2004,11435.976,147.551,SF-20,MOUNT AIRY,0015-2004,CPB
48306,RM-2.0,15-2004,4701.29,17.997,RM-2.0,MOUNT AIRY,0015-2004,CPB
48307,SF-10,15-2004,7993.761,53.54,SF-10,MOUNT AIRY,0015-2004,CPB
48308,SF-10,15-2004,18839.552,131.571,SF-10,COLLEGE HILL,0015-2004,CPB
48309,PR,258-2007,56899.426,1504.376,PR,WESTWOOD,0258-2007, 
